"","PATHWAY","V1"
"5114","spu00260","ECB-GENEPAGE-23115300"
"5115","spu01100","ECB-GENEPAGE-23115300"
"5116","spu04141","ECB-GENEPAGE-23085375"
"5117","spu03060","ECB-GENEPAGE-23085375"
"5118","spu00310","ECB-GENEPAGE-23074713"
"5119","spu01100","ECB-GENEPAGE-23074713"
"5120","spu03450","ECB-GENEPAGE-23074087"
"5121","spu03410","ECB-GENEPAGE-23074087"
"5122","spu00670","ECB-GENEPAGE-23100459"
"5123","spu00340","ECB-GENEPAGE-23100459"
"5124","spu01100","ECB-GENEPAGE-23100459"
"5125","spu00563","ECB-GENEPAGE-23139960"
"5126","spu01100","ECB-GENEPAGE-23139960"
"5127","spu01100","ECB-GENEPAGE-23153960"
"5128","spu00920","ECB-GENEPAGE-23153960"
"5129","spu04144","ECB-GENEPAGE-23166714"
"5130","spu01100","ECB-GENEPAGE-23168972"
"5131","spu00310","ECB-GENEPAGE-23168972"
"5132","spu04512","ECB-GENEPAGE-23048267"
"5133","spu01100","ECB-GENEPAGE-23171406"
"5134","spu00970","ECB-GENEPAGE-23171406"
"5135","spu00532","ECB-GENEPAGE-23148549"
"5136","spu01100","ECB-GENEPAGE-23162867"
"5137","spu00531","ECB-GENEPAGE-23162867"
"5138","spu04142","ECB-GENEPAGE-23162867"
"5139","spu04130","ECB-GENEPAGE-23074947"
"5140","spu04146","ECB-GENEPAGE-23129067"
"5141","spu04068","ECB-GENEPAGE-23129067"
"5142","spu01100","ECB-GENEPAGE-23084217"
"5143","spu00480","ECB-GENEPAGE-23084217"
"5144","spu04120","ECB-GENEPAGE-23157223"
"5145","spu04080","ECB-GENEPAGE-23096925"
"5146","spu03010","ECB-GENEPAGE-23096611"
"5147","spu04141","ECB-GENEPAGE-23170538"
"5148","spu03013","ECB-GENEPAGE-23170538"
"5149","spu04150","ECB-GENEPAGE-23170538"
"5150","spu03015","ECB-GENEPAGE-23046048"
"5151","spu04350","ECB-GENEPAGE-23085274"
"5152","spu00270","ECB-GENEPAGE-23124531"
"5153","spu00260","ECB-GENEPAGE-23124531"
"5154","spu01100","ECB-GENEPAGE-23124531"
"5155","spu00230","ECB-GENEPAGE-23074701"
"5156","spu04142","ECB-GENEPAGE-23074701"
"5157","spu00240","ECB-GENEPAGE-23074701"
"5158","spu01100","ECB-GENEPAGE-23074701"
"5159","spu00790","ECB-GENEPAGE-23117984"
"5160","spu01100","ECB-GENEPAGE-23117984"
"5161","spu01240","ECB-GENEPAGE-23117984"
"5162","spu04141","ECB-GENEPAGE-23156344"
"5163","spu00230","ECB-GENEPAGE-23175615"
"5164","spu01100","ECB-GENEPAGE-23175615"
"5165","spu00564","ECB-GENEPAGE-23019012"
"5166","spu04080","ECB-GENEPAGE-23143893"
"5167","spu04141","ECB-GENEPAGE-23096617"
"5168","spu01100","ECB-GENEPAGE-23138334"
"5169","spu00270","ECB-GENEPAGE-23138334"
"5170","spu04141","ECB-GENEPAGE-23111825"
"5171","spu00230","ECB-GENEPAGE-23156334"
"5172","spu01100","ECB-GENEPAGE-23156334"
"5173","spu04080","ECB-GENEPAGE-23125941"
"5174","spu03013","ECB-GENEPAGE-23148123"
"5175","spu03015","ECB-GENEPAGE-23148123"
"5176","spu03040","ECB-GENEPAGE-23148123"
"5177","spu00563","ECB-GENEPAGE-23187631"
"5178","spu01100","ECB-GENEPAGE-23187631"
"5179","spu03015","ECB-GENEPAGE-23182912"
"5180","spu00040","ECB-GENEPAGE-23047280"
"5181","spu01100","ECB-GENEPAGE-23047280"
"5182","spu00980","ECB-GENEPAGE-23047280"
"5183","spu01240","ECB-GENEPAGE-23047280"
"5184","spu00830","ECB-GENEPAGE-23047280"
"5185","spu00860","ECB-GENEPAGE-23047280"
"5186","spu00053","ECB-GENEPAGE-23047280"
"5187","spu00983","ECB-GENEPAGE-23047280"
"5188","spu00982","ECB-GENEPAGE-23047280"
"5189","spu03460","ECB-GENEPAGE-23195637"
"5190","spu01240","ECB-GENEPAGE-23011630"
"5191","spu01100","ECB-GENEPAGE-23011630"
"5192","spu00730","ECB-GENEPAGE-23011630"
"5193","spu00790","ECB-GENEPAGE-23011630"
"5194","spu04120","ECB-GENEPAGE-23086187"
"5195","spu04141","ECB-GENEPAGE-23086187"
"5196","spu03015","ECB-GENEPAGE-23066689"
"5197","spu04080","ECB-GENEPAGE-23187522"
"5198","spu04140","ECB-GENEPAGE-23106851"
"5199","spu03008","ECB-GENEPAGE-23186299"
"5200","spu04137","ECB-GENEPAGE-23186299"
"5201","spu04310","ECB-GENEPAGE-23186299"
"5202","spu04142","ECB-GENEPAGE-23175605"
"5203","spu00510","ECB-GENEPAGE-23096638"
"5204","spu00513","ECB-GENEPAGE-23096638"
"5205","spu01100","ECB-GENEPAGE-23096638"
"5206","spu03015","ECB-GENEPAGE-23152997"
"5207","spu03013","ECB-GENEPAGE-23152997"
"5208","spu00480","ECB-GENEPAGE-23135808"
"5209","spu01100","ECB-GENEPAGE-23135808"
"5210","spu00430","ECB-GENEPAGE-23135808"
"5211","spu00590","ECB-GENEPAGE-23135808"
"5212","spu01100","ECB-GENEPAGE-23187555"
"5213","spu00190","ECB-GENEPAGE-23187555"
"5214","spu04120","ECB-GENEPAGE-23081688"
"5215","spu04142","ECB-GENEPAGE-23175601"
"5216","spu04070","ECB-GENEPAGE-23026829"
"5217","spu01240","ECB-GENEPAGE-23097739"
"5218","spu01100","ECB-GENEPAGE-23097739"
"5219","spu00240","ECB-GENEPAGE-23097739"
"5220","spu00983","ECB-GENEPAGE-23097739"
"5221","spu01100","ECB-GENEPAGE-23153010"
"5222","spu00562","ECB-GENEPAGE-23153010"
"5223","spu04070","ECB-GENEPAGE-23153010"
"5224","spu01100","ECB-GENEPAGE-23033402"
"5225","spu00565","ECB-GENEPAGE-23033402"
"5226","spu03040","ECB-GENEPAGE-23020042"
"5227","spu01100","ECB-GENEPAGE-23029688"
"5228","spu00500","ECB-GENEPAGE-23029688"
"5229","spu03050","ECB-GENEPAGE-23179699"
"5230","spu01230","ECB-GENEPAGE-23158517"
"5231","spu00020","ECB-GENEPAGE-23158517"
"5232","spu00480","ECB-GENEPAGE-23158517"
"5233","spu01200","ECB-GENEPAGE-23158517"
"5234","spu04146","ECB-GENEPAGE-23158517"
"5235","spu01100","ECB-GENEPAGE-23158517"
"5236","spu01210","ECB-GENEPAGE-23158517"
"5237","spu03013","ECB-GENEPAGE-23110444"
"5238","spu03040","ECB-GENEPAGE-23186313"
"5239","spu00900","ECB-GENEPAGE-23125928"
"5240","spu04080","ECB-GENEPAGE-23055389"
"5241","spu00590","ECB-GENEPAGE-23041896"
"5242","spu00480","ECB-GENEPAGE-23041896"
"5243","spu00982","ECB-GENEPAGE-23041896"
"5244","spu00980","ECB-GENEPAGE-23041896"
"5245","spu01100","ECB-GENEPAGE-23041896"
"5246","spu03010","ECB-GENEPAGE-23095788"
"5247","spu04146","ECB-GENEPAGE-23039628"
"5248","spu03008","ECB-GENEPAGE-23071135"
"5249","spu00561","ECB-GENEPAGE-23157820"
"5250","spu00564","ECB-GENEPAGE-23157820"
"5251","spu04070","ECB-GENEPAGE-23157820"
"5252","spu01100","ECB-GENEPAGE-23157820"
"5253","spu03008","ECB-GENEPAGE-23146878"
"5254","spu01100","ECB-GENEPAGE-23034047"
"5255","spu00561","ECB-GENEPAGE-23034047"
"5256","spu00564","ECB-GENEPAGE-23157182"
"5257","spu03440","ECB-GENEPAGE-23107121"
"5258","spu03018","ECB-GENEPAGE-23067496"
"5259","spu03010","ECB-GENEPAGE-23120958"
"5260","spu03040","ECB-GENEPAGE-23048141"
"5261","spu03410","ECB-GENEPAGE-23033774"
"5262","spu04080","ECB-GENEPAGE-23025521"
"5263","spu04144","ECB-GENEPAGE-23025521"
"5264","spu04140","ECB-GENEPAGE-23171549"
"5265","spu04136","ECB-GENEPAGE-23171549"
"5266","spu04070","ECB-GENEPAGE-23101123"
"5267","spu00562","ECB-GENEPAGE-23101123"
"5268","spu01100","ECB-GENEPAGE-23101123"
"5269","spu00600","ECB-GENEPAGE-23037384"
"5270","spu01100","ECB-GENEPAGE-23037384"
"5271","spu00020","ECB-GENEPAGE-23175068"
"5272","spu01100","ECB-GENEPAGE-23175068"
"5273","spu00190","ECB-GENEPAGE-23175068"
"5274","spu01200","ECB-GENEPAGE-23175068"
"5275","spu04142","ECB-GENEPAGE-23161384"
"5276","spu03040","ECB-GENEPAGE-23085765"
"5277","spu00190","ECB-GENEPAGE-23069750"
"5278","spu01100","ECB-GENEPAGE-23069750"
"5279","spu03040","ECB-GENEPAGE-23149970"
"5280","spu01100","ECB-GENEPAGE-23041510"
"5281","spu00534","ECB-GENEPAGE-23041510"
"5282","spu04144","ECB-GENEPAGE-23171555"
"5283","spu00480","ECB-GENEPAGE-23133373"
"5284","spu00983","ECB-GENEPAGE-23133373"
"5285","spu00982","ECB-GENEPAGE-23133373"
"5286","spu00980","ECB-GENEPAGE-23133373"
"5287","spu01100","ECB-GENEPAGE-23133373"
"5288","spu03010","ECB-GENEPAGE-23190387"
"5289","spu03018","ECB-GENEPAGE-23182938"
"5290","spu03050","ECB-GENEPAGE-23028456"
"5291","spu04068","ECB-GENEPAGE-23171567"
"5292","spu04144","ECB-GENEPAGE-23171567"
"5293","spu04350","ECB-GENEPAGE-23171567"
"5294","spu00970","ECB-GENEPAGE-23186884"
"5295","spu03018","ECB-GENEPAGE-23040204"
"5296","spu03013","ECB-GENEPAGE-23114202"
"5297","spu03040","ECB-GENEPAGE-23114202"
"5298","spu03015","ECB-GENEPAGE-23114202"
"5299","spu03008","ECB-GENEPAGE-23170566"
"5300","spu01100","ECB-GENEPAGE-23081827"
"5301","spu00983","ECB-GENEPAGE-23081827"
"5302","spu00240","ECB-GENEPAGE-23081827"
"5303","spu00230","ECB-GENEPAGE-23126421"
"5304","spu00670","ECB-GENEPAGE-23126421"
"5305","spu01100","ECB-GENEPAGE-23126421"
"5306","spu00590","ECB-GENEPAGE-23041877"
"5307","spu01100","ECB-GENEPAGE-23041877"
"5308","spu00980","ECB-GENEPAGE-23041877"
"5309","spu00982","ECB-GENEPAGE-23041877"
"5310","spu00480","ECB-GENEPAGE-23041877"
"5311","spu00564","ECB-GENEPAGE-23085222"
"5312","spu01210","ECB-GENEPAGE-23183497"
"5313","spu01100","ECB-GENEPAGE-23183497"
"5314","spu01230","ECB-GENEPAGE-23183497"
"5315","spu00250","ECB-GENEPAGE-23183497"
"5316","spu01200","ECB-GENEPAGE-23183497"
"5317","spu00220","ECB-GENEPAGE-23183497"
"5318","spu01100","ECB-GENEPAGE-23091745"
"5319","spu00860","ECB-GENEPAGE-23091745"
"5320","spu00980","ECB-GENEPAGE-23091745"
"5321","spu01240","ECB-GENEPAGE-23091745"
"5322","spu00040","ECB-GENEPAGE-23091745"
"5323","spu00983","ECB-GENEPAGE-23091745"
"5324","spu00982","ECB-GENEPAGE-23091745"
"5325","spu00830","ECB-GENEPAGE-23091745"
"5326","spu00053","ECB-GENEPAGE-23091745"
"5327","spu03015","ECB-GENEPAGE-23153775"
"5328","spu01100","ECB-GENEPAGE-23138862"
"5329","spu00310","ECB-GENEPAGE-23138862"
"5330","spu01100","ECB-GENEPAGE-23028442"
"5331","spu00190","ECB-GENEPAGE-23028442"
"5332","spu00512","ECB-GENEPAGE-23098164"
"5333","spu00514","ECB-GENEPAGE-23098164"
"5334","spu01100","ECB-GENEPAGE-23098164"
"5335","spu01100","ECB-GENEPAGE-23017603"
"5336","spu00380","ECB-GENEPAGE-23017603"
"5337","spu00071","ECB-GENEPAGE-23017603"
"5338","spu00310","ECB-GENEPAGE-23017603"
"5339","spu00240","ECB-GENEPAGE-23045608"
"5340","spu01100","ECB-GENEPAGE-23045608"
"5341","spu00533","ECB-GENEPAGE-23116031"
"5342","spu01100","ECB-GENEPAGE-23116031"
"5343","spu00510","ECB-GENEPAGE-23116031"
"5344","spu00513","ECB-GENEPAGE-23116031"
"5345","spu04136","ECB-GENEPAGE-23055915"
"5346","spu04140","ECB-GENEPAGE-23055915"
"5347","spu00860","ECB-GENEPAGE-23091754"
"5348","spu01240","ECB-GENEPAGE-23091754"
"5349","spu00982","ECB-GENEPAGE-23091754"
"5350","spu00980","ECB-GENEPAGE-23091754"
"5351","spu00053","ECB-GENEPAGE-23091754"
"5352","spu00983","ECB-GENEPAGE-23091754"
"5353","spu01100","ECB-GENEPAGE-23091754"
"5354","spu00040","ECB-GENEPAGE-23091754"
"5355","spu00830","ECB-GENEPAGE-23091754"
"5356","spu00860","ECB-GENEPAGE-23128049"
"5357","spu01100","ECB-GENEPAGE-23128049"
"5358","spu01240","ECB-GENEPAGE-23128049"
"5359","spu04140","ECB-GENEPAGE-23039320"
"5360","spu03015","ECB-GENEPAGE-23039320"
"5361","spu04136","ECB-GENEPAGE-23039320"
"5362","spu04350","ECB-GENEPAGE-23039320"
"5363","spu03020","ECB-GENEPAGE-23155273"
"5364","spu00350","ECB-GENEPAGE-23149129"
"5365","spu01100","ECB-GENEPAGE-23149129"
"5366","spu03040","ECB-GENEPAGE-23064033"
"5367","spu01100","ECB-GENEPAGE-23176356"
"5368","spu00760","ECB-GENEPAGE-23176356"
"5369","spu04150","ECB-GENEPAGE-23084579"
"5370","spu04140","ECB-GENEPAGE-23084579"
"5371","spu04136","ECB-GENEPAGE-23084579"
"5372","spu04068","ECB-GENEPAGE-23069923"
"5373","spu04150","ECB-GENEPAGE-23069923"
"5374","spu00592","ECB-GENEPAGE-23106763"
"5375","spu01040","ECB-GENEPAGE-23106763"
"5376","spu01200","ECB-GENEPAGE-23106763"
"5377","spu04146","ECB-GENEPAGE-23106763"
"5378","spu00640","ECB-GENEPAGE-23106763"
"5379","spu00410","ECB-GENEPAGE-23106763"
"5380","spu01212","ECB-GENEPAGE-23106763"
"5381","spu00071","ECB-GENEPAGE-23106763"
"5382","spu01100","ECB-GENEPAGE-23106763"
"5383","spu04068","ECB-GENEPAGE-23041518"
"5384","spu04137","ECB-GENEPAGE-23041518"
"5385","spu04310","ECB-GENEPAGE-23041518"
"5386","spu04141","ECB-GENEPAGE-23041518"
"5387","spu04140","ECB-GENEPAGE-23041518"
"5388","spu03040","ECB-GENEPAGE-23052444"
"5389","spu03010","ECB-GENEPAGE-23149965"
"5390","spu01240","ECB-GENEPAGE-23065796"
"5391","spu00190","ECB-GENEPAGE-23065796"
"5392","spu01100","ECB-GENEPAGE-23065796"
"5393","spu00860","ECB-GENEPAGE-23065796"
"5394","spu04144","ECB-GENEPAGE-23153231"
"5395","spu03040","ECB-GENEPAGE-23181686"
"5396","spu04141","ECB-GENEPAGE-23058923"
"5397","spu00620","ECB-GENEPAGE-23141560"
"5398","spu01100","ECB-GENEPAGE-23141560"
"5399","spu00380","ECB-GENEPAGE-23141560"
"5400","spu00071","ECB-GENEPAGE-23141560"
"5401","spu00561","ECB-GENEPAGE-23141560"
"5402","spu00310","ECB-GENEPAGE-23141560"
"5403","spu00340","ECB-GENEPAGE-23141560"
"5404","spu00053","ECB-GENEPAGE-23141560"
"5405","spu00330","ECB-GENEPAGE-23141560"
"5406","spu00280","ECB-GENEPAGE-23141560"
"5407","spu00010","ECB-GENEPAGE-23141560"
"5408","spu00410","ECB-GENEPAGE-23141560"
"5409","spu03010","ECB-GENEPAGE-23099795"
"5410","spu03040","ECB-GENEPAGE-23087629"
"5411","spu00230","ECB-GENEPAGE-23039098"
"5412","spu01100","ECB-GENEPAGE-23039098"
"5413","spu00330","ECB-GENEPAGE-23155287"
"5414","spu01100","ECB-GENEPAGE-23155287"
"5415","spu00592","ECB-GENEPAGE-23106770"
"5416","spu01040","ECB-GENEPAGE-23106770"
"5417","spu01200","ECB-GENEPAGE-23106770"
"5418","spu01212","ECB-GENEPAGE-23106770"
"5419","spu01100","ECB-GENEPAGE-23106770"
"5420","spu00640","ECB-GENEPAGE-23106770"
"5421","spu04146","ECB-GENEPAGE-23106770"
"5422","spu00410","ECB-GENEPAGE-23106770"
"5423","spu00071","ECB-GENEPAGE-23106770"
"5424","spu00515","ECB-GENEPAGE-23151393"
"5425","spu01100","ECB-GENEPAGE-23151393"
"5426","spu00514","ECB-GENEPAGE-23151393"
"5427","spu03460","ECB-GENEPAGE-23127122"
"5428","spu03460","ECB-GENEPAGE-23194731"
"5429","spu00982","ECB-GENEPAGE-23138498"
"5430","spu03010","ECB-GENEPAGE-23155470"
"5431","spu01200","ECB-GENEPAGE-23154224"
"5432","spu00020","ECB-GENEPAGE-23154224"
"5433","spu00620","ECB-GENEPAGE-23154224"
"5434","spu01100","ECB-GENEPAGE-23154224"
"5435","spu00240","ECB-GENEPAGE-23061081"
"5436","spu01240","ECB-GENEPAGE-23061081"
"5437","spu00250","ECB-GENEPAGE-23061081"
"5438","spu01100","ECB-GENEPAGE-23061081"
"5439","spu00910","ECB-GENEPAGE-23052784"
"5440","spu01100","ECB-GENEPAGE-23052784"
"5441","spu01100","ECB-GENEPAGE-23147077"
"5442","spu00350","ECB-GENEPAGE-23147077"
"5443","spu00512","ECB-GENEPAGE-23168086"
"5444","spu01100","ECB-GENEPAGE-23168086"
"5445","spu03020","ECB-GENEPAGE-23190764"
"5446","spu00071","ECB-GENEPAGE-23041479"
"5447","spu04146","ECB-GENEPAGE-23041479"
"5448","spu01212","ECB-GENEPAGE-23041479"
"5449","spu00061","ECB-GENEPAGE-23041479"
"5450","spu01100","ECB-GENEPAGE-23041479"
"5451","spu00360","ECB-GENEPAGE-23087870"
"5452","spu00400","ECB-GENEPAGE-23087870"
"5453","spu01100","ECB-GENEPAGE-23087870"
"5454","spu00790","ECB-GENEPAGE-23087870"
"5455","spu01230","ECB-GENEPAGE-23087870"
"5456","spu03040","ECB-GENEPAGE-23168491"
"5457","spu00982","ECB-GENEPAGE-23126700"
"5458","spu00480","ECB-GENEPAGE-23126700"
"5459","spu01100","ECB-GENEPAGE-23126700"
"5460","spu00983","ECB-GENEPAGE-23126700"
"5461","spu00980","ECB-GENEPAGE-23126700"
"5462","spu03010","ECB-GENEPAGE-23149953"
"5463","spu00532","ECB-GENEPAGE-23013882"
"5464","spu04144","ECB-GENEPAGE-23190772"
"5465","spu04080","ECB-GENEPAGE-23106777"
"5466","spu00604","ECB-GENEPAGE-23133774"
"5467","spu01100","ECB-GENEPAGE-23133774"
"5468","spu04080","ECB-GENEPAGE-23149106"
"5469","spu00330","ECB-GENEPAGE-23075062"
"5470","spu01100","ECB-GENEPAGE-23075062"
"5471","spu00480","ECB-GENEPAGE-23075062"
"5472","spu01100","ECB-GENEPAGE-23087880"
"5473","spu00350","ECB-GENEPAGE-23087880"
"5474","spu00790","ECB-GENEPAGE-23087880"
"5475","spu00500","ECB-GENEPAGE-23105313"
"5476","spu01100","ECB-GENEPAGE-23105313"
"5477","spu00983","ECB-GENEPAGE-23126719"
"5478","spu01100","ECB-GENEPAGE-23126719"
"5479","spu00980","ECB-GENEPAGE-23126719"
"5480","spu00982","ECB-GENEPAGE-23126719"
"5481","spu00480","ECB-GENEPAGE-23126719"
"5482","spu00592","ECB-GENEPAGE-23176419"
"5483","spu01100","ECB-GENEPAGE-23176419"
"5484","spu01040","ECB-GENEPAGE-23176419"
"5485","spu01212","ECB-GENEPAGE-23176419"
"5486","spu01100","ECB-GENEPAGE-23086901"
"5487","spu00040","ECB-GENEPAGE-23086901"
"5488","spu00980","ECB-GENEPAGE-23086901"
"5489","spu00480","ECB-GENEPAGE-23017744"
"5490","spu01100","ECB-GENEPAGE-23017744"
"5491","spu04080","ECB-GENEPAGE-23073675"
"5492","spu03040","ECB-GENEPAGE-23186229"
"5493","spu00480","ECB-GENEPAGE-23115109"
"5494","spu01230","ECB-GENEPAGE-23115109"
"5495","spu01100","ECB-GENEPAGE-23115109"
"5496","spu04146","ECB-GENEPAGE-23115109"
"5497","spu00020","ECB-GENEPAGE-23115109"
"5498","spu01210","ECB-GENEPAGE-23115109"
"5499","spu01200","ECB-GENEPAGE-23115109"
"5500","spu03040","ECB-GENEPAGE-23154309"
"5501","spu04080","ECB-GENEPAGE-23106786"
"5502","spu04140","ECB-GENEPAGE-23152448"
"5503","spu03040","ECB-GENEPAGE-23168502"
"5504","spu03018","ECB-GENEPAGE-23168502"
"5505","spu03013","ECB-GENEPAGE-23159169"
"5506","spu01100","ECB-GENEPAGE-23086895"
"5507","spu00040","ECB-GENEPAGE-23086895"
"5508","spu00980","ECB-GENEPAGE-23086895"
"5509","spu03013","ECB-GENEPAGE-23129038"
"5510","spu03010","ECB-GENEPAGE-23093755"
"5511","spu03020","ECB-GENEPAGE-23106836"
"5512","spu04141","ECB-GENEPAGE-23167197"
"5513","spu00513","ECB-GENEPAGE-23167197"
"5514","spu00510","ECB-GENEPAGE-23167197"
"5515","spu01100","ECB-GENEPAGE-23167197"
"5516","spu00920","ECB-GENEPAGE-23106796"
"5517","spu01100","ECB-GENEPAGE-23106796"
"5518","spu00053","ECB-GENEPAGE-23029948"
"5519","spu01100","ECB-GENEPAGE-23029948"
"5520","spu03018","ECB-GENEPAGE-23165622"
"5521","spu03420","ECB-GENEPAGE-23168508"
"5522","spu00563","ECB-GENEPAGE-23184442"
"5523","spu01100","ECB-GENEPAGE-23184442"
"5524","spu03060","ECB-GENEPAGE-23165339"
"5525","spu04140","ECB-GENEPAGE-23019482"
"5526","spu04150","ECB-GENEPAGE-23019482"
"5527","spu04136","ECB-GENEPAGE-23019482"
"5528","spu04144","ECB-GENEPAGE-23123111"
"5529","spu03410","ECB-GENEPAGE-23080741"
"5530","spu04144","ECB-GENEPAGE-23085525"
"5531","spu04120","ECB-GENEPAGE-23043034"
"5532","spu04136","ECB-GENEPAGE-23180618"
"5533","spu04137","ECB-GENEPAGE-23180618"
"5534","spu04140","ECB-GENEPAGE-23180618"
"5535","spu04150","ECB-GENEPAGE-23152435"
"5536","spu00190","ECB-GENEPAGE-23152435"
"5537","spu01100","ECB-GENEPAGE-23152435"
"5538","spu04145","ECB-GENEPAGE-23152435"
"5539","spu01100","ECB-GENEPAGE-23059958"
"5540","spu00190","ECB-GENEPAGE-23059958"
"5541","spu03018","ECB-GENEPAGE-23049198"
"5542","spu00830","ECB-GENEPAGE-23101083"
"5543","spu04310","ECB-GENEPAGE-23074613"
"5544","spu00600","ECB-GENEPAGE-23041176"
"5545","spu04142","ECB-GENEPAGE-23041176"
"5546","spu03008","ECB-GENEPAGE-23128543"
"5547","spu04080","ECB-GENEPAGE-23149078"
"5548","spu03018","ECB-GENEPAGE-23194761"
"5549","spu00564","ECB-GENEPAGE-23066676"
"5550","spu01100","ECB-GENEPAGE-23066676"
"5551","spu04144","ECB-GENEPAGE-23183731"
"5552","spu03022","ECB-GENEPAGE-23160908"
"5553","spu00970","ECB-GENEPAGE-23137418"
"5554","spu04141","ECB-GENEPAGE-23122329"
"5555","spu00510","ECB-GENEPAGE-23122329"
"5556","spu01100","ECB-GENEPAGE-23122329"
"5557","spu00513","ECB-GENEPAGE-23122329"
"5558","spu01100","ECB-GENEPAGE-23167965"
"5559","spu00190","ECB-GENEPAGE-23167965"
"5560","spu03040","ECB-GENEPAGE-23182143"
"5561","spu03410","ECB-GENEPAGE-23071731"
"5562","spu00350","ECB-GENEPAGE-23075078"
"5563","spu01100","ECB-GENEPAGE-23075078"
"5564","spu04146","ECB-GENEPAGE-23135905"
"5565","spu01240","ECB-GENEPAGE-23103256"
"5566","spu01100","ECB-GENEPAGE-23103256"
"5567","spu00750","ECB-GENEPAGE-23103256"
"5568","spu00640","ECB-GENEPAGE-23167960"
"5569","spu00020","ECB-GENEPAGE-23167960"
"5570","spu01100","ECB-GENEPAGE-23167960"
"5571","spu01200","ECB-GENEPAGE-23167960"
"5572","spu00512","ECB-GENEPAGE-23025444"
"5573","spu00514","ECB-GENEPAGE-23025444"
"5574","spu01100","ECB-GENEPAGE-23025444"
"5575","spu03015","ECB-GENEPAGE-23056046"
"5576","spu03013","ECB-GENEPAGE-23056046"
"5577","spu03040","ECB-GENEPAGE-23056046"
"5578","spu00480","ECB-GENEPAGE-23043355"
"5579","spu00240","ECB-GENEPAGE-23043355"
"5580","spu00983","ECB-GENEPAGE-23043355"
"5581","spu01100","ECB-GENEPAGE-23043355"
"5582","spu00230","ECB-GENEPAGE-23043355"
"5583","spu04080","ECB-GENEPAGE-23149070"
"5584","spu00100","ECB-GENEPAGE-23152390"
"5585","spu01100","ECB-GENEPAGE-23152390"
"5586","spu04144","ECB-GENEPAGE-23066155"
"5587","spu01100","ECB-GENEPAGE-23075073"
"5588","spu01200","ECB-GENEPAGE-23075073"
"5589","spu00020","ECB-GENEPAGE-23075073"
"5590","spu00640","ECB-GENEPAGE-23075073"
"5591","spu04080","ECB-GENEPAGE-23055354"
"5592","spu01100","ECB-GENEPAGE-23155258"
"5593","spu00330","ECB-GENEPAGE-23155258"
"5594","spu00260","ECB-GENEPAGE-23155258"
"5595","spu04080","ECB-GENEPAGE-23127336"
"5596","spu04512","ECB-GENEPAGE-23039882"
"5597","spu04150","ECB-GENEPAGE-23064975"
"5598","spu04068","ECB-GENEPAGE-23064975"
"5599","spu04140","ECB-GENEPAGE-23064975"
"5600","spu04512","ECB-GENEPAGE-23168524"
"5601","spu03460","ECB-GENEPAGE-23066161"
"5602","spu03430","ECB-GENEPAGE-23066161"
"5603","spu00564","ECB-GENEPAGE-23014910"
"5604","spu01100","ECB-GENEPAGE-23014910"
"5605","spu04141","ECB-GENEPAGE-23106287"
"5606","spu04145","ECB-GENEPAGE-23071912"
"5607","spu04310","ECB-GENEPAGE-23071912"
"5608","spu04120","ECB-GENEPAGE-23123461"
"5609","spu04137","ECB-GENEPAGE-23091834"
"5610","spu04080","ECB-GENEPAGE-23149066"
"5611","spu01100","ECB-GENEPAGE-23046437"
"5612","spu00510","ECB-GENEPAGE-23046437"
"5613","spu00604","ECB-GENEPAGE-23133839"
"5614","spu01100","ECB-GENEPAGE-23133839"
"5615","spu00512","ECB-GENEPAGE-23133839"
"5616","spu00520","ECB-GENEPAGE-23075123"
"5617","spu01100","ECB-GENEPAGE-23075123"
"5618","spu00480","ECB-GENEPAGE-23036511"
"5619","spu00982","ECB-GENEPAGE-23036511"
"5620","spu00980","ECB-GENEPAGE-23036511"
"5621","spu00590","ECB-GENEPAGE-23036511"
"5622","spu01100","ECB-GENEPAGE-23036511"
"5623","spu01100","ECB-GENEPAGE-23164610"
"5624","spu00564","ECB-GENEPAGE-23164610"
"5625","spu03010","ECB-GENEPAGE-23061631"
"5626","spu01212","ECB-GENEPAGE-23195174"
"5627","spu01100","ECB-GENEPAGE-23195174"
"5628","spu01040","ECB-GENEPAGE-23195174"
"5629","spu04146","ECB-GENEPAGE-23195174"
"5630","spu04144","ECB-GENEPAGE-23160880"
"5631","spu00860","ECB-GENEPAGE-23011023"
"5632","spu01240","ECB-GENEPAGE-23011023"
"5633","spu01100","ECB-GENEPAGE-23011023"
"5634","spu00970","ECB-GENEPAGE-23011023"
"5635","spu04080","ECB-GENEPAGE-23105814"
"5636","spu03460","ECB-GENEPAGE-23148954"
"5637","spu04120","ECB-GENEPAGE-23148954"
"5638","spu01100","ECB-GENEPAGE-23049107"
"5639","spu00230","ECB-GENEPAGE-23049107"
"5640","spu04144","ECB-GENEPAGE-23142541"
"5641","spu03013","ECB-GENEPAGE-23105804"
"5642","spu03008","ECB-GENEPAGE-23105804"
"5643","spu04141","ECB-GENEPAGE-23148946"
"5644","spu00770","ECB-GENEPAGE-23049113"
"5645","spu00533","ECB-GENEPAGE-23036505"
"5646","spu04140","ECB-GENEPAGE-23184297"
"5647","spu04068","ECB-GENEPAGE-23184297"
"5648","spu04136","ECB-GENEPAGE-23184297"
"5649","spu04137","ECB-GENEPAGE-23184297"
"5650","spu04120","ECB-GENEPAGE-23028230"
