"","PATHWAY","V1"
"558","spu04150","ECB-GENEPAGE-23095545"
"559","spu04140","ECB-GENEPAGE-23095545"
"560","spu04350","ECB-GENEPAGE-23013333"
"561","spu00601","ECB-GENEPAGE-23080139"
"562","spu01100","ECB-GENEPAGE-23080139"
"563","spu00983","ECB-GENEPAGE-23058964"
"564","spu01240","ECB-GENEPAGE-23096094"
"565","spu00740","ECB-GENEPAGE-23096094"
"566","spu01100","ECB-GENEPAGE-23096094"
"567","spu01100","ECB-GENEPAGE-23034372"
"568","spu00310","ECB-GENEPAGE-23034372"
"569","spu01100","ECB-GENEPAGE-23171118"
"570","spu00040","ECB-GENEPAGE-23171118"
"571","spu00980","ECB-GENEPAGE-23171118"
"572","spu00983","ECB-GENEPAGE-23171118"
"573","spu00982","ECB-GENEPAGE-23171118"
"574","spu00830","ECB-GENEPAGE-23171118"
"575","spu00053","ECB-GENEPAGE-23171118"
"576","spu01240","ECB-GENEPAGE-23171118"
"577","spu00860","ECB-GENEPAGE-23171118"
"578","spu02010","ECB-GENEPAGE-23167863"
"579","spu04150","ECB-GENEPAGE-23080686"
"580","spu04310","ECB-GENEPAGE-23080686"
"581","spu04080","ECB-GENEPAGE-23102803"
"582","spu01100","ECB-GENEPAGE-23094382"
"583","spu00230","ECB-GENEPAGE-23094382"
"584","spu01100","ECB-GENEPAGE-23192030"
"585","spu00010","ECB-GENEPAGE-23192030"
"586","spu00430","ECB-GENEPAGE-23106715"
"587","spu04146","ECB-GENEPAGE-23106715"
"588","spu01100","ECB-GENEPAGE-23106715"
"589","spu01040","ECB-GENEPAGE-23106715"
"590","spu00310","ECB-GENEPAGE-23146779"
"591","spu01100","ECB-GENEPAGE-23146779"
"592","spu04142","ECB-GENEPAGE-23042754"
"593","spu01100","ECB-GENEPAGE-23098288"
"594","spu00340","ECB-GENEPAGE-23098288"
"595","spu04080","ECB-GENEPAGE-23098140"
"596","spu04144","ECB-GENEPAGE-23017676"
"597","spu00380","ECB-GENEPAGE-23164157"
"598","spu00330","ECB-GENEPAGE-23164157"
"599","spu01100","ECB-GENEPAGE-23164157"
"600","spu00360","ECB-GENEPAGE-23164157"
"601","spu03015","ECB-GENEPAGE-23145182"
"602","spu00532","ECB-GENEPAGE-23079899"
"603","spu04080","ECB-GENEPAGE-23042816"
"604","spu00532","ECB-GENEPAGE-23083135"
"605","spu03040","ECB-GENEPAGE-23018654"
"606","spu01100","ECB-GENEPAGE-23194926"
"607","spu00601","ECB-GENEPAGE-23194926"
"608","spu04144","ECB-GENEPAGE-23079544"
"609","spu04137","ECB-GENEPAGE-23054917"
"610","spu04310","ECB-GENEPAGE-23162608"
"611","spu04080","ECB-GENEPAGE-23109101"
"612","spu04080","ECB-GENEPAGE-23064203"
"613","spu00600","ECB-GENEPAGE-23120660"
"614","spu01100","ECB-GENEPAGE-23120660"
"615","spu00565","ECB-GENEPAGE-23120660"
"616","spu04144","ECB-GENEPAGE-23043183"
"617","spu01100","ECB-GENEPAGE-23098817"
"618","spu00590","ECB-GENEPAGE-23098817"
"619","spu00790","ECB-GENEPAGE-23098817"
"620","spu00980","ECB-GENEPAGE-23098817"
"621","spu04144","ECB-GENEPAGE-23152664"
"622","spu03020","ECB-GENEPAGE-23145565"
"623","spu04120","ECB-GENEPAGE-23027534"
"624","spu04070","ECB-GENEPAGE-23182857"
"625","spu01100","ECB-GENEPAGE-23182857"
"626","spu00562","ECB-GENEPAGE-23182857"
"627","spu00561","ECB-GENEPAGE-23150466"
"628","spu00564","ECB-GENEPAGE-23150466"
"629","spu01100","ECB-GENEPAGE-23150466"
"630","spu01100","ECB-GENEPAGE-23029655"
"631","spu00565","ECB-GENEPAGE-23029655"
"632","spu00330","ECB-GENEPAGE-23040291"
"633","spu01100","ECB-GENEPAGE-23040291"
"634","spu04080","ECB-GENEPAGE-23134591"
"635","spu04150","ECB-GENEPAGE-23066190"
"636","spu01240","ECB-GENEPAGE-23032466"
"637","spu00980","ECB-GENEPAGE-23032466"
"638","spu00040","ECB-GENEPAGE-23032466"
"639","spu00983","ECB-GENEPAGE-23032466"
"640","spu01100","ECB-GENEPAGE-23032466"
"641","spu00053","ECB-GENEPAGE-23032466"
"642","spu00982","ECB-GENEPAGE-23032466"
"643","spu00860","ECB-GENEPAGE-23032466"
"644","spu00830","ECB-GENEPAGE-23032466"
"645","spu04080","ECB-GENEPAGE-23108253"
"646","spu00532","ECB-GENEPAGE-23037770"
"647","spu00592","ECB-GENEPAGE-23187212"
"648","spu01100","ECB-GENEPAGE-23187212"
"649","spu00564","ECB-GENEPAGE-23187212"
"650","spu00590","ECB-GENEPAGE-23187212"
"651","spu00565","ECB-GENEPAGE-23187212"
"652","spu00531","ECB-GENEPAGE-23047641"
"653","spu01100","ECB-GENEPAGE-23047641"
"654","spu04142","ECB-GENEPAGE-23047641"
"655","spu04145","ECB-GENEPAGE-23100523"
"656","spu04142","ECB-GENEPAGE-23100523"
"657","spu00531","ECB-GENEPAGE-23047627"
"658","spu01100","ECB-GENEPAGE-23047627"
"659","spu04142","ECB-GENEPAGE-23047627"
"660","spu00601","ECB-GENEPAGE-23100533"
"661","spu01100","ECB-GENEPAGE-23100533"
"662","spu00565","ECB-GENEPAGE-23151876"
"663","spu00592","ECB-GENEPAGE-23151876"
"664","spu00590","ECB-GENEPAGE-23151876"
"665","spu01100","ECB-GENEPAGE-23151876"
"666","spu00564","ECB-GENEPAGE-23151876"
"667","spu03420","ECB-GENEPAGE-23012601"
"668","spu04120","ECB-GENEPAGE-23012601"
"669","spu00900","ECB-GENEPAGE-23124521"
"670","spu00590","ECB-GENEPAGE-23064322"
"671","spu00480","ECB-GENEPAGE-23064322"
"672","spu00982","ECB-GENEPAGE-23064322"
"673","spu00980","ECB-GENEPAGE-23064322"
"674","spu01100","ECB-GENEPAGE-23064322"
"675","spu04142","ECB-GENEPAGE-23146198"
"676","spu00565","ECB-GENEPAGE-23161619"
"677","spu00600","ECB-GENEPAGE-23161619"
"678","spu01100","ECB-GENEPAGE-23161619"
"679","spu04142","ECB-GENEPAGE-23163399"
"680","spu02010","ECB-GENEPAGE-23163399"
"681","spu00310","ECB-GENEPAGE-23085972"
"682","spu01100","ECB-GENEPAGE-23085972"
"683","spu00564","ECB-GENEPAGE-23085192"
"684","spu00561","ECB-GENEPAGE-23047591"
"685","spu01100","ECB-GENEPAGE-23047591"
"686","spu04080","ECB-GENEPAGE-23101189"
"687","spu00532","ECB-GENEPAGE-23080357"
"688","spu00860","ECB-GENEPAGE-23061466"
"689","spu01100","ECB-GENEPAGE-23099705"
"690","spu00310","ECB-GENEPAGE-23099705"
"691","spu00190","ECB-GENEPAGE-23062627"
"692","spu01100","ECB-GENEPAGE-23062627"
"693","spu04068","ECB-GENEPAGE-23144820"
"694","spu00513","ECB-GENEPAGE-23067268"
"695","spu01100","ECB-GENEPAGE-23067268"
"696","spu00051","ECB-GENEPAGE-23181717"
"697","spu01100","ECB-GENEPAGE-23181717"
"698","spu00520","ECB-GENEPAGE-23181717"
"699","spu00511","ECB-GENEPAGE-23194857"
"700","spu00600","ECB-GENEPAGE-23194857"
"701","spu01100","ECB-GENEPAGE-23194857"
"702","spu04142","ECB-GENEPAGE-23194857"
"703","spu00534","ECB-GENEPAGE-23105339"
"704","spu04080","ECB-GENEPAGE-23032030"
"705","spu04150","ECB-GENEPAGE-23084886"
"706","spu03040","ECB-GENEPAGE-23150587"
"707","spu04080","ECB-GENEPAGE-23040163"
"708","spu04145","ECB-GENEPAGE-23162782"
"709","spu00630","ECB-GENEPAGE-23140418"
"710","spu01100","ECB-GENEPAGE-23140418"
"711","spu00380","ECB-GENEPAGE-23140418"
"712","spu01240","ECB-GENEPAGE-23140418"
"713","spu00561","ECB-GENEPAGE-23062615"
"714","spu01100","ECB-GENEPAGE-23062615"
"715","spu01100","ECB-GENEPAGE-23084672"
"716","spu00514","ECB-GENEPAGE-23084672"
"717","spu00512","ECB-GENEPAGE-23084672"
"718","spu03420","ECB-GENEPAGE-23094087"
"719","spu03440","ECB-GENEPAGE-23094087"
"720","spu03410","ECB-GENEPAGE-23094087"
"721","spu03430","ECB-GENEPAGE-23094087"
"722","spu03030","ECB-GENEPAGE-23094087"
"723","spu00330","ECB-GENEPAGE-23055153"
"724","spu01100","ECB-GENEPAGE-23055153"
"725","spu00532","ECB-GENEPAGE-23102843"
"726","spu04144","ECB-GENEPAGE-23105351"
"727","spu03050","ECB-GENEPAGE-23101671"
"728","spu01100","ECB-GENEPAGE-23144563"
"729","spu00190","ECB-GENEPAGE-23144563"
"730","spu04145","ECB-GENEPAGE-23144563"
"731","spu04142","ECB-GENEPAGE-23144563"
"732","spu00565","ECB-GENEPAGE-23088152"
"733","spu00600","ECB-GENEPAGE-23088152"
"734","spu01100","ECB-GENEPAGE-23088152"
"735","spu03460","ECB-GENEPAGE-23048288"
"736","spu04137","ECB-GENEPAGE-23081227"
"737","spu03440","ECB-GENEPAGE-23177934"
"738","spu04080","ECB-GENEPAGE-23056724"
"739","spu01100","ECB-GENEPAGE-23153040"
"740","spu00515","ECB-GENEPAGE-23153040"
"741","spu00980","ECB-GENEPAGE-23109840"
"742","spu00480","ECB-GENEPAGE-23109840"
"743","spu00983","ECB-GENEPAGE-23109840"
"744","spu01100","ECB-GENEPAGE-23109840"
"745","spu00982","ECB-GENEPAGE-23109840"
"746","spu00830","ECB-GENEPAGE-23183268"
"747","spu00040","ECB-GENEPAGE-23183268"
"748","spu00982","ECB-GENEPAGE-23183268"
"749","spu00053","ECB-GENEPAGE-23183268"
"750","spu00980","ECB-GENEPAGE-23183268"
"751","spu01100","ECB-GENEPAGE-23183268"
"752","spu00983","ECB-GENEPAGE-23183268"
"753","spu00860","ECB-GENEPAGE-23183268"
"754","spu01240","ECB-GENEPAGE-23183268"
"755","spu00600","ECB-GENEPAGE-23159477"
"756","spu00565","ECB-GENEPAGE-23159477"
"757","spu01100","ECB-GENEPAGE-23159477"
"758","spu00561","ECB-GENEPAGE-23154772"
"759","spu01100","ECB-GENEPAGE-23154772"
"760","spu00564","ECB-GENEPAGE-23154772"
"761","spu01100","ECB-GENEPAGE-23136009"
"762","spu00565","ECB-GENEPAGE-23136009"
"763","spu00564","ECB-GENEPAGE-23136009"
"764","spu00592","ECB-GENEPAGE-23136009"
"765","spu00590","ECB-GENEPAGE-23136009"
"766","spu01100","ECB-GENEPAGE-23140163"
"767","spu00040","ECB-GENEPAGE-23140163"
"768","spu00830","ECB-GENEPAGE-23140163"
"769","spu01240","ECB-GENEPAGE-23140163"
"770","spu00980","ECB-GENEPAGE-23140163"
"771","spu00982","ECB-GENEPAGE-23140163"
"772","spu00053","ECB-GENEPAGE-23140163"
"773","spu00860","ECB-GENEPAGE-23140163"
"774","spu00983","ECB-GENEPAGE-23140163"
"775","spu04080","ECB-GENEPAGE-23074061"
"776","spu00562","ECB-GENEPAGE-23020069"
"777","spu01100","ECB-GENEPAGE-23020069"
"778","spu04070","ECB-GENEPAGE-23020069"
"779","spu04330","ECB-GENEPAGE-23061007"
"780","spu01100","ECB-GENEPAGE-23051917"
"781","spu00600","ECB-GENEPAGE-23051917"
"782","spu04080","ECB-GENEPAGE-23124240"
"783","spu04080","ECB-GENEPAGE-23191019"
"784","spu04080","ECB-GENEPAGE-23044706"
"785","spu01240","ECB-GENEPAGE-23096407"
"786","spu00380","ECB-GENEPAGE-23096407"
"787","spu01100","ECB-GENEPAGE-23096407"
"788","spu01100","ECB-GENEPAGE-23084253"
"789","spu00563","ECB-GENEPAGE-23084253"
"790","spu04080","ECB-GENEPAGE-23064429"
"791","spu03460","ECB-GENEPAGE-23066702"
"792","spu04080","ECB-GENEPAGE-23101326"
"793","spu04144","ECB-GENEPAGE-23101326"
"794","spu04080","ECB-GENEPAGE-23078408"
"795","spu01100","ECB-GENEPAGE-23084243"
"796","spu00310","ECB-GENEPAGE-23084243"
"797","spu04146","ECB-GENEPAGE-23010209"
"798","spu01040","ECB-GENEPAGE-23010209"
"799","spu01100","ECB-GENEPAGE-23010209"
"800","spu01212","ECB-GENEPAGE-23010209"
"801","spu00062","ECB-GENEPAGE-23068320"
"802","spu01212","ECB-GENEPAGE-23068320"
"803","spu01040","ECB-GENEPAGE-23068320"
"804","spu01100","ECB-GENEPAGE-23068320"
"805","spu04070","ECB-GENEPAGE-23039940"
"806","spu03460","ECB-GENEPAGE-23021624"
"807","spu04068","ECB-GENEPAGE-23132941"
"808","spu00630","ECB-GENEPAGE-23137424"
"809","spu01100","ECB-GENEPAGE-23137424"
"810","spu04080","ECB-GENEPAGE-23099782"
"811","spu03008","ECB-GENEPAGE-23132244"
"812","spu04120","ECB-GENEPAGE-23046517"
"813","spu00601","ECB-GENEPAGE-23182369"
"814","spu00515","ECB-GENEPAGE-23182369"
"815","spu01100","ECB-GENEPAGE-23182369"
"816","spu00533","ECB-GENEPAGE-23182369"
"817","spu00514","ECB-GENEPAGE-23182369"
"818","spu00513","ECB-GENEPAGE-23182369"
"819","spu00565","ECB-GENEPAGE-23012073"
"820","spu00590","ECB-GENEPAGE-23012073"
"821","spu00564","ECB-GENEPAGE-23012073"
"822","spu01100","ECB-GENEPAGE-23012073"
"823","spu00592","ECB-GENEPAGE-23012073"
"824","spu00190","ECB-GENEPAGE-23023146"
"825","spu01100","ECB-GENEPAGE-23023146"
"826","spu00040","ECB-GENEPAGE-23190675"
"827","spu00982","ECB-GENEPAGE-23190675"
"828","spu00053","ECB-GENEPAGE-23190675"
"829","spu00860","ECB-GENEPAGE-23190675"
"830","spu00980","ECB-GENEPAGE-23190675"
"831","spu00830","ECB-GENEPAGE-23190675"
"832","spu01100","ECB-GENEPAGE-23190675"
"833","spu00983","ECB-GENEPAGE-23190675"
"834","spu01240","ECB-GENEPAGE-23190675"
"835","spu04142","ECB-GENEPAGE-23081556"
"836","spu00562","ECB-GENEPAGE-23082194"
"837","spu01100","ECB-GENEPAGE-23082194"
"838","spu00590","ECB-GENEPAGE-23039289"
"839","spu00564","ECB-GENEPAGE-23039289"
"840","spu01100","ECB-GENEPAGE-23039289"
"841","spu00592","ECB-GENEPAGE-23039289"
"842","spu00565","ECB-GENEPAGE-23039289"
"843","spu04068","ECB-GENEPAGE-23090598"
"844","spu04144","ECB-GENEPAGE-23090598"
"845","spu04120","ECB-GENEPAGE-23090598"
"846","spu00310","ECB-GENEPAGE-23027203"
"847","spu01100","ECB-GENEPAGE-23027203"
"848","spu00600","ECB-GENEPAGE-23026329"
"849","spu00565","ECB-GENEPAGE-23026329"
"850","spu00561","ECB-GENEPAGE-23026329"
"851","spu01100","ECB-GENEPAGE-23026329"
"852","spu00564","ECB-GENEPAGE-23026329"
"853","spu00830","ECB-GENEPAGE-23088665"
"854","spu01100","ECB-GENEPAGE-23088665"
"855","spu04142","ECB-GENEPAGE-23137552"
"856","spu01100","ECB-GENEPAGE-23137552"
"857","spu00531","ECB-GENEPAGE-23137552"
"858","spu00983","ECB-GENEPAGE-23106329"
"859","spu00563","ECB-GENEPAGE-23106434"
"860","spu01100","ECB-GENEPAGE-23106434"
"861","spu04080","ECB-GENEPAGE-23170994"
"862","spu04080","ECB-GENEPAGE-23086445"
"863","spu04330","ECB-GENEPAGE-23191877"
"864","spu04145","ECB-GENEPAGE-23147217"
"865","spu00310","ECB-GENEPAGE-23020880"
"866","spu01100","ECB-GENEPAGE-23020880"
"867","spu01100","ECB-GENEPAGE-23020638"
"868","spu00534","ECB-GENEPAGE-23020638"
"869","spu04146","ECB-GENEPAGE-23172047"
"870","spu04146","ECB-GENEPAGE-23163297"
"871","spu01200","ECB-GENEPAGE-23195632"
"872","spu01100","ECB-GENEPAGE-23195632"
"873","spu00030","ECB-GENEPAGE-23195632"
"874","spu00513","ECB-GENEPAGE-23110698"
"875","spu00510","ECB-GENEPAGE-23110698"
"876","spu00533","ECB-GENEPAGE-23110698"
"877","spu01100","ECB-GENEPAGE-23110698"
"878","spu04150","ECB-GENEPAGE-23184623"
"879","spu04145","ECB-GENEPAGE-23099759"
"880","spu04142","ECB-GENEPAGE-23099759"
"881","spu04080","ECB-GENEPAGE-23087707"
"882","spu03440","ECB-GENEPAGE-23090296"
"883","spu03030","ECB-GENEPAGE-23090296"
"884","spu03430","ECB-GENEPAGE-23090296"
"885","spu01100","ECB-GENEPAGE-23179137"
"886","spu00830","ECB-GENEPAGE-23179137"
"887","spu00564","ECB-GENEPAGE-23147231"
"888","spu00592","ECB-GENEPAGE-23147231"
"889","spu00590","ECB-GENEPAGE-23147231"
"890","spu01100","ECB-GENEPAGE-23147231"
"891","spu00565","ECB-GENEPAGE-23147231"
"892","spu04080","ECB-GENEPAGE-23089654"
"893","spu04070","ECB-GENEPAGE-23155116"
"894","spu00600","ECB-GENEPAGE-23120664"
"895","spu01100","ECB-GENEPAGE-23120664"
"896","spu00565","ECB-GENEPAGE-23120664"
"897","spu00230","ECB-GENEPAGE-23094653"
"898","spu01100","ECB-GENEPAGE-23094653"
"899","spu00440","ECB-GENEPAGE-23091824"
"900","spu01100","ECB-GENEPAGE-23091824"
"901","spu00010","ECB-GENEPAGE-23193558"
"902","spu01100","ECB-GENEPAGE-23193558"
"903","spu00564","ECB-GENEPAGE-23147243"
"904","spu00592","ECB-GENEPAGE-23147243"
"905","spu00590","ECB-GENEPAGE-23147243"
"906","spu01100","ECB-GENEPAGE-23147243"
"907","spu00565","ECB-GENEPAGE-23147243"
"908","spu03022","ECB-GENEPAGE-23196291"
"909","spu03420","ECB-GENEPAGE-23196291"
"910","spu03010","ECB-GENEPAGE-23143079"
"911","spu04120","ECB-GENEPAGE-23195092"
"912","spu04137","ECB-GENEPAGE-23195092"
"913","spu04140","ECB-GENEPAGE-23022828"
"914","spu04136","ECB-GENEPAGE-23022828"
"915","spu01100","ECB-GENEPAGE-23125639"
"916","spu00230","ECB-GENEPAGE-23125639"
"917","spu04145","ECB-GENEPAGE-23129992"
"918","spu04150","ECB-GENEPAGE-23025130"
"919","spu04140","ECB-GENEPAGE-23025130"
"920","spu01100","ECB-GENEPAGE-23192396"
"921","spu00830","ECB-GENEPAGE-23192396"
"922","spu03010","ECB-GENEPAGE-23186934"
"923","spu03410","ECB-GENEPAGE-23163147"
"924","spu04080","ECB-GENEPAGE-23172400"
"925","spu04080","ECB-GENEPAGE-23186864"
"926","spu00480","ECB-GENEPAGE-23142490"
"927","spu00983","ECB-GENEPAGE-23142490"
"928","spu00980","ECB-GENEPAGE-23142490"
"929","spu00982","ECB-GENEPAGE-23142490"
"930","spu01100","ECB-GENEPAGE-23142490"
"931","spu01100","ECB-GENEPAGE-23106888"
"932","spu00561","ECB-GENEPAGE-23106888"
"933","spu04137","ECB-GENEPAGE-23107246"
"934","spu03015","ECB-GENEPAGE-23046044"
"935","spu00562","ECB-GENEPAGE-23115275"
"936","spu01100","ECB-GENEPAGE-23115275"
"937","spu03040","ECB-GENEPAGE-23024251"
"938","spu03013","ECB-GENEPAGE-23024251"
"939","spu03015","ECB-GENEPAGE-23024251"
"940","spu00564","ECB-GENEPAGE-23055579"
"941","spu00480","ECB-GENEPAGE-23186266"
"942","spu00270","ECB-GENEPAGE-23186266"
"943","spu01100","ECB-GENEPAGE-23186266"
"944","spu01240","ECB-GENEPAGE-23186266"
"945","spu03040","ECB-GENEPAGE-23164535"
"946","spu04145","ECB-GENEPAGE-23082572"
"947","spu00534","ECB-GENEPAGE-23184600"
"948","spu03410","ECB-GENEPAGE-23015596"
"949","spu03010","ECB-GENEPAGE-23193002"
"950","spu04080","ECB-GENEPAGE-23193805"
"951","spu00512","ECB-GENEPAGE-23030499"
"952","spu01100","ECB-GENEPAGE-23030499"
"953","spu04080","ECB-GENEPAGE-23091893"
"954","spu00480","ECB-GENEPAGE-23021862"
"955","spu00590","ECB-GENEPAGE-23021862"
"956","spu01100","ECB-GENEPAGE-23021862"
"957","spu04080","ECB-GENEPAGE-23038933"
"958","spu04350","ECB-GENEPAGE-23084367"
"959","spu00532","ECB-GENEPAGE-23102909"
"960","spu02010","ECB-GENEPAGE-23164318"
"961","spu03420","ECB-GENEPAGE-23193319"
"962","spu00564","ECB-GENEPAGE-23158652"
"963","spu00600","ECB-GENEPAGE-23094630"
"964","spu01100","ECB-GENEPAGE-23094630"
"965","spu04080","ECB-GENEPAGE-23193842"
"966","spu01100","ECB-GENEPAGE-23104781"
"967","spu00513","ECB-GENEPAGE-23104781"
"968","spu04310","ECB-GENEPAGE-23037354"
"969","spu04070","ECB-GENEPAGE-23141939"
"970","spu00562","ECB-GENEPAGE-23141939"
"971","spu01100","ECB-GENEPAGE-23141939"
"972","spu04080","ECB-GENEPAGE-23156479"
"973","spu01100","ECB-GENEPAGE-23063847"
"974","spu00563","ECB-GENEPAGE-23063847"
"975","spu03460","ECB-GENEPAGE-23043498"
"976","spu04080","ECB-GENEPAGE-23104977"
"977","spu03440","ECB-GENEPAGE-23101016"
"978","spu03460","ECB-GENEPAGE-23101016"
"979","spu04120","ECB-GENEPAGE-23101016"
"980","spu04144","ECB-GENEPAGE-23020408"
"981","spu01100","ECB-GENEPAGE-23115285"
"982","spu00260","ECB-GENEPAGE-23115285"
"983","spu00230","ECB-GENEPAGE-23095277"
"984","spu00983","ECB-GENEPAGE-23095277"
"985","spu01240","ECB-GENEPAGE-23095277"
"986","spu01100","ECB-GENEPAGE-23095277"
"987","spu00240","ECB-GENEPAGE-23095277"
"988","spu01100","ECB-GENEPAGE-23052606"
"989","spu00330","ECB-GENEPAGE-23052606"
"990","spu03013","ECB-GENEPAGE-23089597"
"991","spu04080","ECB-GENEPAGE-23047286"
"992","spu00630","ECB-GENEPAGE-23083192"
"993","spu01100","ECB-GENEPAGE-23083192"
"994","spu04146","ECB-GENEPAGE-23083192"
"995","spu01200","ECB-GENEPAGE-23083192"
"996","spu04142","ECB-GENEPAGE-23083182"
"997","spu03040","ECB-GENEPAGE-23106426"
"998","spu04080","ECB-GENEPAGE-23134663"
"999","spu04080","ECB-GENEPAGE-23033808"
"1000","spu04142","ECB-GENEPAGE-23100543"
"1001","spu04145","ECB-GENEPAGE-23100543"
"1002","spu00260","ECB-GENEPAGE-23155802"
"1003","spu01100","ECB-GENEPAGE-23155802"
"1004","spu00270","ECB-GENEPAGE-23155802"
"1005","spu04080","ECB-GENEPAGE-23107093"
"1006","spu03022","ECB-GENEPAGE-23137952"
"1007","spu04080","ECB-GENEPAGE-23044198"
"1008","spu04146","ECB-GENEPAGE-23133027"
"1009","spu03410","ECB-GENEPAGE-23014083"
"1010","spu04080","ECB-GENEPAGE-23111493"
"1011","spu00260","ECB-GENEPAGE-23041112"
"1012","spu00620","ECB-GENEPAGE-23041112"
"1013","spu00630","ECB-GENEPAGE-23041112"
"1014","spu01100","ECB-GENEPAGE-23041112"
"1015","spu04310","ECB-GENEPAGE-23162570"
"1016","spu04150","ECB-GENEPAGE-23162570"
"1017","spu03040","ECB-GENEPAGE-23074976"
"1018","spu04080","ECB-GENEPAGE-23033213"
"1019","spu01100","ECB-GENEPAGE-23171248"
"1020","spu00970","ECB-GENEPAGE-23171248"
"1021","spu01100","ECB-GENEPAGE-23115305"
"1022","spu00260","ECB-GENEPAGE-23115305"
"1023","spu04512","ECB-GENEPAGE-23018773"
"1024","spu00512","ECB-GENEPAGE-23183988"
"1025","spu01100","ECB-GENEPAGE-23183988"
"1026","spu03460","ECB-GENEPAGE-23183929"
"1027","spu03040","ECB-GENEPAGE-23031893"
"1028","spu04141","ECB-GENEPAGE-23031893"
"1029","spu04144","ECB-GENEPAGE-23031893"
"1030","spu01100","ECB-GENEPAGE-23038661"
"1031","spu00100","ECB-GENEPAGE-23038661"
"1032","spu00601","ECB-GENEPAGE-23149110"
"1033","spu01100","ECB-GENEPAGE-23149110"
"1034","spu04080","ECB-GENEPAGE-23149102"
"1035","spu04080","ECB-GENEPAGE-23052858"
"1036","spu00330","ECB-GENEPAGE-23171495"
"1037","spu01100","ECB-GENEPAGE-23171495"
"1038","spu00630","ECB-GENEPAGE-23070547"
"1039","spu04146","ECB-GENEPAGE-23070547"
"1040","spu01100","ECB-GENEPAGE-23070547"
"1041","spu01200","ECB-GENEPAGE-23070547"
"1042","spu00564","ECB-GENEPAGE-23135123"
"1043","spu00590","ECB-GENEPAGE-23135123"
"1044","spu01100","ECB-GENEPAGE-23135123"
"1045","spu00592","ECB-GENEPAGE-23135123"
"1046","spu00565","ECB-GENEPAGE-23135123"
"1047","spu04080","ECB-GENEPAGE-23048727"
"1048","spu00053","ECB-GENEPAGE-23186858"
"1049","spu00040","ECB-GENEPAGE-23186858"
"1050","spu01100","ECB-GENEPAGE-23186858"
"1051","spu01240","ECB-GENEPAGE-23186858"
"1052","spu00983","ECB-GENEPAGE-23186858"
"1053","spu00980","ECB-GENEPAGE-23186858"
"1054","spu00830","ECB-GENEPAGE-23186858"
"1055","spu00860","ECB-GENEPAGE-23186858"
"1056","spu00982","ECB-GENEPAGE-23186858"
"1057","spu00564","ECB-GENEPAGE-23141143"
"1058","spu01100","ECB-GENEPAGE-23141143"
"1059","spu00561","ECB-GENEPAGE-23141143"
"1060","spu04150","ECB-GENEPAGE-23101591"
"1061","spu00534","ECB-GENEPAGE-23161727"
"1062","spu00564","ECB-GENEPAGE-23057579"
"1063","spu00561","ECB-GENEPAGE-23057579"
"1064","spu01100","ECB-GENEPAGE-23057579"
"1065","spu04068","ECB-GENEPAGE-23161968"
"1066","spu04145","ECB-GENEPAGE-23100445"
"1067","spu04142","ECB-GENEPAGE-23100445"
"1068","spu04080","ECB-GENEPAGE-23134952"
"1069","spu04142","ECB-GENEPAGE-23118109"
"1070","spu00531","ECB-GENEPAGE-23118109"
"1071","spu01100","ECB-GENEPAGE-23118109"
"1072","spu04080","ECB-GENEPAGE-23096456"
"1073","spu02010","ECB-GENEPAGE-23167855"
"1074","spu04080","ECB-GENEPAGE-23026867"
"1075","spu04144","ECB-GENEPAGE-23018113"
"1076","spu04145","ECB-GENEPAGE-23021461"
"1077","spu04145","ECB-GENEPAGE-23129988"
"1078","spu00330","ECB-GENEPAGE-23061035"
"1079","spu00480","ECB-GENEPAGE-23061035"
"1080","spu01100","ECB-GENEPAGE-23061035"
"1081","spu04310","ECB-GENEPAGE-23123645"
"1082","spu03008","ECB-GENEPAGE-23184360"
"1083","spu04080","ECB-GENEPAGE-23050177"
"1084","spu04330","ECB-GENEPAGE-23067593"
"1085","spu00061","ECB-GENEPAGE-23067656"
"1086","spu01212","ECB-GENEPAGE-23067656"
"1087","spu01100","ECB-GENEPAGE-23067656"
"1088","spu00350","ECB-GENEPAGE-23161905"
"1089","spu00360","ECB-GENEPAGE-23161905"
"1090","spu01100","ECB-GENEPAGE-23161905"
"1091","spu04142","ECB-GENEPAGE-23074596"
"1092","spu04068","ECB-GENEPAGE-23123636"
"1093","spu03440","ECB-GENEPAGE-23123636"
"1094","spu04145","ECB-GENEPAGE-23156813"
"1095","spu04145","ECB-GENEPAGE-23132834"
"1096","spu00310","ECB-GENEPAGE-23132561"
"1097","spu01100","ECB-GENEPAGE-23132561"
"1098","spu04080","ECB-GENEPAGE-23083826"
